"","week","group","mouse","weight","sex","series"
"7089",23,"group 2","72",23.8,"female","group 2 female"
"7090",24,"group 2","72",23.3,"female","group 2 female"
"7091",25,"group 2","72",23.4,"female","group 2 female"
"7092",26,"group 2","72",24.9,"female","group 2 female"
"7093",27,"group 2","72",24.4,"female","group 2 female"
"7094",28,"group 2","72",25.9,"female","group 2 female"
"7095",29,"group 2","72",24.2,"female","group 2 female"
"7096",30,"group 2","72",24.3,"female","group 2 female"
"7097",31,"group 2","72",24.7,"female","group 2 female"
"7098",32,"group 2","72",26.1,"female","group 2 female"
"7099",33,"group 2","72",24.7,"female","group 2 female"
"7100",34,"group 2","72",24.7,"female","group 2 female"
"7101",35,"group 2","72",24.1,"female","group 2 female"
"7102",36,"group 2","72",25.1,"female","group 2 female"
"7103",37,"group 2","72",24,"female","group 2 female"
"7104",38,"group 2","72",24.7,"female","group 2 female"
"7105",39,"group 2","72",24.9,"female","group 2 female"
"7106",40,"group 2","72",25.4,"female","group 2 female"
"7107",41,"group 2","72",24.2,"female","group 2 female"
"7108",42,"group 2","72",24.5,"female","group 2 female"
"7109",43,"group 2","72",25.6,"female","group 2 female"
"7110",44,"group 2","72",25.7,"female","group 2 female"
"7111",45,"group 2","72",25.5,"female","group 2 female"
"7112",46,"group 2","72",26.8,"female","group 2 female"
"7113",47,"group 2","72",24.8,"female","group 2 female"
"7114",48,"group 2","72",23.2,"female","group 2 female"
"7115",49,"group 2","72",25.8,"female","group 2 female"
"7116",50,"group 2","72",26.8,"female","group 2 female"
"7117",51,"group 2","72",26,"female","group 2 female"
"7118",52,"group 2","72",24,"female","group 2 female"
"7119",53,"group 2","72",24,"female","group 2 female"
"7120",54,"group 2","72",25.9,"female","group 2 female"
"7121",55,"group 2","72",28.2,"female","group 2 female"
"7122",56,"group 2","72",28.8,"female","group 2 female"
"7123",57,"group 2","72",26.4,"female","group 2 female"
"7124",58,"group 2","72",27.3,"female","group 2 female"
"7125",59,"group 2","72",24,"female","group 2 female"
"7143",1,"group 2","73",14.3,"female","group 2 female"
"7144",2,"group 2","73",17,"female","group 2 female"
"7145",3,"group 2","73",16.7,"female","group 2 female"
"7146",4,"group 2","73",18.6,"female","group 2 female"
"7147",5,"group 2","73",18,"female","group 2 female"
"7148",6,"group 2","73",18.8,"female","group 2 female"
"7149",7,"group 2","73",17.9,"female","group 2 female"
"7150",8,"group 2","73",19.2,"female","group 2 female"
"7151",9,"group 2","73",20.3,"female","group 2 female"
"7152",10,"group 2","73",19.8,"female","group 2 female"
"7153",11,"group 2","73",23.5,"female","group 2 female"
"7154",12,"group 2","73",19.8,"female","group 2 female"
"7155",13,"group 2","73",21,"female","group 2 female"
"7156",14,"group 2","73",19.9,"female","group 2 female"
"7157",15,"group 2","73",19.7,"female","group 2 female"
"7158",16,"group 2","73",19.7,"female","group 2 female"
"7159",17,"group 2","73",20.4,"female","group 2 female"
"7160",18,"group 2","73",19.6,"female","group 2 female"
"7161",19,"group 2","73",19.7,"female","group 2 female"
"7162",20,"group 2","73",20.5,"female","group 2 female"
"7163",21,"group 2","73",21.5,"female","group 2 female"
"7219",1,"group 2","74",17.1,"female","group 2 female"
"7220",2,"group 2","74",18.5,"female","group 2 female"
"7221",3,"group 2","74",18.7,"female","group 2 female"
"7222",4,"group 2","74",19.9,"female","group 2 female"
"7223",5,"group 2","74",21,"female","group 2 female"
"7224",6,"group 2","74",20.2,"female","group 2 female"
"7225",7,"group 2","74",21.4,"female","group 2 female"
"7226",8,"group 2","74",22,"female","group 2 female"
"7227",9,"group 2","74",22.7,"female","group 2 female"
"7228",10,"group 2","74",23.3,"female","group 2 female"
"7229",11,"group 2","74",23.5,"female","group 2 female"
"7230",12,"group 2","74",23.1,"female","group 2 female"
"7231",13,"group 2","74",23.7,"female","group 2 female"
"7232",14,"group 2","74",23.9,"female","group 2 female"
"7233",15,"group 2","74",24.2,"female","group 2 female"
"7234",16,"group 2","74",25.7,"female","group 2 female"
"7235",17,"group 2","74",20.1,"female","group 2 female"
"7236",18,"group 2","74",24.2,"female","group 2 female"
"7237",19,"group 2","74",25.9,"female","group 2 female"
"7238",20,"group 2","74",25.5,"female","group 2 female"
"7239",21,"group 2","74",24.3,"female","group 2 female"
"7240",22,"group 2","74",26.6,"female","group 2 female"
"7241",23,"group 2","74",25,"female","group 2 female"
"7242",24,"group 2","74",25.3,"female","group 2 female"
"7243",25,"group 2","74",27.7,"female","group 2 female"
"7244",26,"group 2","74",25.5,"female","group 2 female"
"7245",27,"group 2","74",27.5,"female","group 2 female"
"7246",28,"group 2","74",27.4,"female","group 2 female"
"7247",29,"group 2","74",26.2,"female","group 2 female"
"7248",30,"group 2","74",26.3,"female","group 2 female"
"7249",31,"group 2","74",26.4,"female","group 2 female"
"7250",32,"group 2","74",26.7,"female","group 2 female"
"7251",33,"group 2","74",26.4,"female","group 2 female"
"7252",34,"group 2","74",26.5,"female","group 2 female"
"7253",35,"group 2","74",25.7,"female","group 2 female"
"7254",36,"group 2","74",22.7,"female","group 2 female"
"7255",37,"group 2","74",27.2,"female","group 2 female"
"7256",38,"group 2","74",27.6,"female","group 2 female"
"7257",39,"group 2","74",28.2,"female","group 2 female"
"7258",40,"group 2","74",26.8,"female","group 2 female"
"7259",41,"group 2","74",27.6,"female","group 2 female"
"7260",42,"group 2","74",28.3,"female","group 2 female"
"7261",43,"group 2","74",27.4,"female","group 2 female"
"7262",44,"group 2","74",28.3,"female","group 2 female"
"7263",45,"group 2","74",29.2,"female","group 2 female"
"7264",46,"group 2","74",27.6,"female","group 2 female"
"7265",47,"group 2","74",28.3,"female","group 2 female"
"7266",48,"group 2","74",27.9,"female","group 2 female"
"7267",49,"group 2","74",28.4,"female","group 2 female"
"7268",50,"group 2","74",28.8,"female","group 2 female"
"7269",51,"group 2","74",26,"female","group 2 female"
"7270",52,"group 2","74",25.8,"female","group 2 female"
"7271",53,"group 2","74",28.2,"female","group 2 female"
"7272",54,"group 2","74",29.8,"female","group 2 female"
"7273",55,"group 2","74",28.5,"female","group 2 female"
"7274",56,"group 2","74",29.8,"female","group 2 female"
"7275",57,"group 2","74",24.1,"female","group 2 female"
"7276",58,"group 2","74",27.5,"female","group 2 female"
"7295",1,"group 2","75",15.8,"female","group 2 female"
"7296",2,"group 2","75",17.6,"female","group 2 female"
"7297",3,"group 2","75",18.2,"female","group 2 female"
"7298",4,"group 2","75",18.8,"female","group 2 female"
"7299",5,"group 2","75",19,"female","group 2 female"
"7300",6,"group 2","75",19.7,"female","group 2 female"
"7301",7,"group 2","75",19.9,"female","group 2 female"
"7302",8,"group 2","75",19.9,"female","group 2 female"
"7303",9,"group 2","75",21.5,"female","group 2 female"
"7304",10,"group 2","75",22,"female","group 2 female"
"7305",11,"group 2","75",21.6,"female","group 2 female"
"7306",12,"group 2","75",21.6,"female","group 2 female"
"7307",13,"group 2","75",23.5,"female","group 2 female"
"7308",14,"group 2","75",23.1,"female","group 2 female"
"7309",15,"group 2","75",24.7,"female","group 2 female"
"7310",16,"group 2","75",23.4,"female","group 2 female"
"7311",17,"group 2","75",22.7,"female","group 2 female"
"7312",18,"group 2","75",23.1,"female","group 2 female"
"7313",19,"group 2","75",25.5,"female","group 2 female"
"7314",20,"group 2","75",23.8,"female","group 2 female"
"7315",21,"group 2","75",24.9,"female","group 2 female"
"7316",22,"group 2","75",24.5,"female","group 2 female"
"7317",23,"group 2","75",23.8,"female","group 2 female"
"7318",24,"group 2","75",23.6,"female","group 2 female"
"7319",25,"group 2","75",25.2,"female","group 2 female"
"7320",26,"group 2","75",24.3,"female","group 2 female"
"7321",27,"group 2","75",25.3,"female","group 2 female"
"7322",28,"group 2","75",24.2,"female","group 2 female"
"7323",29,"group 2","75",24.2,"female","group 2 female"
"7324",30,"group 2","75",24.2,"female","group 2 female"
"7325",31,"group 2","75",24.5,"female","group 2 female"
"7326",32,"group 2","75",24.5,"female","group 2 female"
"7327",33,"group 2","75",23,"female","group 2 female"
"7328",34,"group 2","75",21.2,"female","group 2 female"
"7329",35,"group 2","75",25.8,"female","group 2 female"
"7330",36,"group 2","75",22.8,"female","group 2 female"
"7331",37,"group 2","75",23.2,"female","group 2 female"
"7332",38,"group 2","75",23.7,"female","group 2 female"
"7333",39,"group 2","75",23.9,"female","group 2 female"
"7334",40,"group 2","75",23.8,"female","group 2 female"
"7335",41,"group 2","75",23,"female","group 2 female"
"7336",42,"group 2","75",24,"female","group 2 female"
"7337",43,"group 2","75",25,"female","group 2 female"
"7338",44,"group 2","75",24,"female","group 2 female"
"7339",45,"group 2","75",25,"female","group 2 female"
"7340",46,"group 2","75",24.7,"female","group 2 female"
"7341",47,"group 2","75",20.6,"female","group 2 female"
"7342",48,"group 2","75",21.3,"female","group 2 female"
"7343",49,"group 2","75",21,"female","group 2 female"
"7371",1,"group 2","76",16.2,"female","group 2 female"
"7372",2,"group 2","76",19.3,"female","group 2 female"
"7373",3,"group 2","76",18.2,"female","group 2 female"
"7374",4,"group 2","76",19.5,"female","group 2 female"
"7375",5,"group 2","76",21,"female","group 2 female"
"7376",6,"group 2","76",20.1,"female","group 2 female"
"7377",7,"group 2","76",22,"female","group 2 female"
"7378",8,"group 2","76",21.9,"female","group 2 female"
"7379",9,"group 2","76",24,"female","group 2 female"
"7380",10,"group 2","76",22.8,"female","group 2 female"
"7381",11,"group 2","76",22.2,"female","group 2 female"
"7382",12,"group 2","76",23.2,"female","group 2 female"
"7383",13,"group 2","76",23.7,"female","group 2 female"
"7384",14,"group 2","76",23.9,"female","group 2 female"
"7385",15,"group 2","76",23.9,"female","group 2 female"
"7386",16,"group 2","76",21.2,"female","group 2 female"
"7387",17,"group 2","76",24.9,"female","group 2 female"
"7388",18,"group 2","76",24.8,"female","group 2 female"
"7389",19,"group 2","76",23.7,"female","group 2 female"
"7390",20,"group 2","76",24.8,"female","group 2 female"
"7391",21,"group 2","76",26.4,"female","group 2 female"
"7392",22,"group 2","76",24.5,"female","group 2 female"
"7393",23,"group 2","76",23.8,"female","group 2 female"
"7394",24,"group 2","76",25.6,"female","group 2 female"
"7395",25,"group 2","76",25.2,"female","group 2 female"
"7396",26,"group 2","76",24.5,"female","group 2 female"
"7397",27,"group 2","76",26.9,"female","group 2 female"
"7398",28,"group 2","76",25.3,"female","group 2 female"
"7399",29,"group 2","76",24.4,"female","group 2 female"
"7400",30,"group 2","76",24.3,"female","group 2 female"
"7401",31,"group 2","76",25.3,"female","group 2 female"
"7402",32,"group 2","76",25.6,"female","group 2 female"
"7403",33,"group 2","76",26.1,"female","group 2 female"
"7404",34,"group 2","76",26.5,"female","group 2 female"
"7405",35,"group 2","76",25.9,"female","group 2 female"
"7406",36,"group 2","76",27.7,"female","group 2 female"
"7407",37,"group 2","76",26.4,"female","group 2 female"
"7408",38,"group 2","76",25.8,"female","group 2 female"
"7409",39,"group 2","76",24.5,"female","group 2 female"
"7410",40,"group 2","76",28.2,"female","group 2 female"
"7411",41,"group 2","76",26.3,"female","group 2 female"
"7412",42,"group 2","76",24.2,"female","group 2 female"
"7413",43,"group 2","76",29.5,"female","group 2 female"
"7414",44,"group 2","76",27.6,"female","group 2 female"
"7415",45,"group 2","76",30.2,"female","group 2 female"
"7416",46,"group 2","76",21.9,"female","group 2 female"
"7417",47,"group 2","76",24.9,"female","group 2 female"
"7418",48,"group 2","76",27.1,"female","group 2 female"
"7419",49,"group 2","76",26.4,"female","group 2 female"
"7420",50,"group 2","76",26.9,"female","group 2 female"
"7421",51,"group 2","76",26,"female","group 2 female"
"7422",52,"group 2","76",25.1,"female","group 2 female"
"7423",53,"group 2","76",26.2,"female","group 2 female"
"7424",54,"group 2","76",27.5,"female","group 2 female"
"7425",55,"group 2","76",27.7,"female","group 2 female"
"7426",56,"group 2","76",28.1,"female","group 2 female"
"7427",57,"group 2","76",23.8,"female","group 2 female"
"7428",58,"group 2","76",26.2,"female","group 2 female"
"7429",59,"group 2","76",25.1,"female","group 2 female"
"7447",1,"group 2","77",15.8,"female","group 2 female"
"7448",2,"group 2","77",17.3,"female","group 2 female"
"7449",3,"group 2","77",17.7,"female","group 2 female"
"7450",4,"group 2","77",19.3,"female","group 2 female"
"7451",5,"group 2","77",19,"female","group 2 female"
"7452",6,"group 2","77",18.8,"female","group 2 female"
"7453",7,"group 2","77",20.2,"female","group 2 female"
"7454",8,"group 2","77",28.3,"female","group 2 female"
"7455",9,"group 2","77",20.6,"female","group 2 female"
"7456",10,"group 2","77",21.6,"female","group 2 female"
"7457",11,"group 2","77",20.4,"female","group 2 female"
"7458",12,"group 2","77",21.9,"female","group 2 female"
"7459",13,"group 2","77",21,"female","group 2 female"
"7460",14,"group 2","77",22.1,"female","group 2 female"
"7461",15,"group 2","77",21.8,"female","group 2 female"
"7462",16,"group 2","77",22.3,"female","group 2 female"
"7463",17,"group 2","77",21.1,"female","group 2 female"
"7464",18,"group 2","77",22.8,"female","group 2 female"
"7465",19,"group 2","77",22.8,"female","group 2 female"
"7466",20,"group 2","77",22.2,"female","group 2 female"
"7467",21,"group 2","77",22.8,"female","group 2 female"
"7468",22,"group 2","77",23.2,"female","group 2 female"
"7469",23,"group 2","77",22.2,"female","group 2 female"
"7470",24,"group 2","77",22.5,"female","group 2 female"
"7471",25,"group 2","77",23.3,"female","group 2 female"
"7472",26,"group 2","77",23.7,"female","group 2 female"
"7473",27,"group 2","77",23.2,"female","group 2 female"
"7474",28,"group 2","77",23.6,"female","group 2 female"
"7475",29,"group 2","77",23.8,"female","group 2 female"
"7476",30,"group 2","77",23.5,"female","group 2 female"
"7477",31,"group 2","77",23.2,"female","group 2 female"
"7478",32,"group 2","77",22.9,"female","group 2 female"
"7479",33,"group 2","77",22.7,"female","group 2 female"
"7480",34,"group 2","77",23.3,"female","group 2 female"
"7481",35,"group 2","77",22.6,"female","group 2 female"
"7482",36,"group 2","77",23.1,"female","group 2 female"
"7483",37,"group 2","77",24,"female","group 2 female"
"7484",38,"group 2","77",24,"female","group 2 female"
"7485",39,"group 2","77",24.7,"female","group 2 female"
"7486",40,"group 2","77",23.5,"female","group 2 female"
"7487",41,"group 2","77",24.1,"female","group 2 female"
"7488",42,"group 2","77",24.5,"female","group 2 female"
"7489",43,"group 2","77",26,"female","group 2 female"
"7490",44,"group 2","77",25.8,"female","group 2 female"
"7491",45,"group 2","77",26.8,"female","group 2 female"
"7492",46,"group 2","77",25.2,"female","group 2 female"
"7493",47,"group 2","77",25.6,"female","group 2 female"
"7494",48,"group 2","77",25.6,"female","group 2 female"
